,Functional,Reduced Formula,Config,State,F Frac,Pristine Li Frac,True F,True O,True Li,True V,True Nb,True Vac,Energy (eV),Normalized Energy (eV/atom),Volume (A^3),Tet Li,Oct Li,Tet V,Oct V
400,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_17,Pristine,0.4,1.2,4,16,12,8,0,0,-384.95889,-9.62397225,346.9878045,0,12,0,8
401,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_8,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-364.78199,-10.13283306,356.600109,4,4,0,8
402,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_8,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.25547,-11.40198107,376.5868778,0,0,1,7
403,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_8,Pristine,0.4,1.2,4,16,12,8,0,0,-384.67537,-9.61688425,346.3295236,0,12,0,8
404,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_9,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-364.19261,-10.11646139,362.6542136,1,7,0,8
405,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_9,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.83814,-11.42279071,367.3605402,0,0,3,5
406,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_9,Pristine,0.4,1.2,4,16,12,8,0,0,-385.00113,-9.62502825,346.6086745,0,12,0,8
407,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_491,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1496.3039,-28.775075,641.9662579,0,0,1,6
408,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_491,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1595.7691,-24.1783197,764.0726442,4,10,3,4
409,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_491,Pristine,0.3,1.4,6,34,28,7,5,0,-1665.8677,-20.82334625,707.9349261,0,28,0,7
410,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_492,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1505.1357,-28.94491731,779.5672786,0,0,1,6
411,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_492,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1594.1175,-24.15329545,729.3865377,1,13,1,6
412,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_492,Pristine,0.3,1.4,6,34,28,7,5,0,-1666.1033,-20.82629125,714.6123933,0,28,0,7
413,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_493,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1501.9406,-28.88347308,699.721828,0,0,1,6
414,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_493,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1595.7145,-24.17749242,729.5662742,2,12,0,7
415,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_493,Pristine,0.3,1.4,6,34,28,7,5,0,-1665.5997,-20.81999625,715.7028664,0,28,0,7
416,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_494,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1498.0557,-28.80876346,690.1481096,0,0,0,7
417,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_494,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1590.3779,-24.09663485,733.1224313,1,13,0,7
418,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_494,Pristine,0.3,1.4,6,34,28,7,5,0,-1664.897,-20.8112125,716.4530537,0,28,0,7
419,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_495,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1501.945,-28.88355769,689.6397273,0,0,1,6
420,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_495,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1596.9922,-24.19685152,697.1806854,4,10,1,6
421,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_495,Pristine,0.3,1.4,6,34,28,7,5,0,-1665.3907,-20.81738375,706.8266484,0,28,0,7
422,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_496,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1494.0794,-28.73229615,659.0977938,0,0,0,7
423,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_496,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1595.7646,-24.17825152,698.1170511,0,14,0,7
424,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_496,Pristine,0.3,1.4,6,34,28,7,5,0,-1665.8665,-20.82333125,707.9273888,0,28,0,7
425,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_497,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1494.809,-28.74632692,668.8863264,0,0,3,4
426,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_497,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1595.2495,-24.17044697,708.6710324,2,12,0,7
427,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_497,Pristine,0.3,1.4,6,34,28,7,5,0,-1665.1214,-20.8140175,705.6351485,0,28,0,7
428,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_498,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1505.0051,-28.94240577,718.4121566,0,0,0,7
429,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_498,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1593.9976,-24.15147879,738.1575004,7,7,1,6
430,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_498,Pristine,0.3,1.4,6,34,28,7,5,0,-1664.2983,-20.80372875,709.0342903,0,28,0,7
431,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_499,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1501.0874,-28.86706538,679.5509722,0,0,0,7
432,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_499,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1591.7686,-24.11770606,730.361704,1,13,0,7
433,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_499,Pristine,0.3,1.4,6,34,28,7,5,0,-1665.9315,-20.82414375,714.4999161,0,28,0,7
434,SCAN+rVV10,Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_500,FullDeLi,0.3,1.4,6,34,0,7,5,28,-1493.3757,-28.71876346,653.4398485,0,0,1,6
435,SCAN+rVV10,Li14Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_500,FullDeLiECap,0.3,1.4,6,34,14,7,5,14,-1595.9504,-24.18106667,708.3168919,3,11,1,6
436,SCAN+rVV10,Li28Nb5V7(O17F3)2,LMOF_mF0.15_xM3_0.175_1873.0K_500,Pristine,0.3,1.4,6,34,28,7,5,0,-1666.4915,-20.83114375,704.07722,0,28,0,7
437,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_491,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.8125,-36.60763889,749.9700347,0,0,5,6
438,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_491,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2006.979,-34.60308621,746.3938517,1,3,2,9
439,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_491,Pristine,0.3,1.3,6,34,26,11,3,0,-2120.7079,-26.50884875,704.5802107,0,26,0,11
440,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_492,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.9404,-36.61000741,674.8936082,0,0,0,11
441,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_492,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2008.9087,-34.6363569,667.9069588,2,2,0,11
442,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_492,Pristine,0.3,1.3,6,34,26,11,3,0,-2119.6888,-26.49611,708.8050067,0,26,0,11
443,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_493,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.8546,-36.60841852,653.5123055,0,0,1,10
444,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_493,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2006.4502,-34.59396897,708.2379199,1,3,1,10
445,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_493,Pristine,0.3,1.3,6,34,26,11,3,0,-2119.4124,-26.492655,702.0124709,0,26,0,11
446,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_494,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1979.7118,-36.66132963,647.6771376,0,0,1,10
447,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_494,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2008.3503,-34.62672931,668.6200814,1,3,1,10
448,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_494,Pristine,0.3,1.3,6,34,26,11,3,0,-2119.7484,-26.496855,703.426155,0,26,0,11
449,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_495,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.9174,-36.60958148,667.3051583,0,0,3,8
450,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_495,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2007.6064,-34.61390345,725.4186029,2,2,3,8
451,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_495,Pristine,0.3,1.3,6,34,26,11,3,0,-2120.6472,-26.50809,698.2453587,0,26,0,11
452,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_496,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1978.3577,-36.6362537,649.0759842,0,0,0,11
453,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_496,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2009.7899,-34.65155,676.7172135,3,1,0,11
454,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_496,Pristine,0.3,1.3,6,34,26,11,3,0,-2120.3534,-26.5044175,699.1226223,0,26,0,11
455,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_497,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1978.3368,-36.63586667,689.3342705,0,0,1,10
456,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_497,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2002.1251,-34.51939828,683.7334115,2,2,1,10
457,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_497,Pristine,0.3,1.3,6,34,26,11,3,0,-2118.9479,-26.48684875,705.3404496,0,26,0,11
458,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_498,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.894,-36.60914815,636.517967,0,0,0,11
459,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_498,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2007.5151,-34.61232931,681.8601114,0,4,0,11
460,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_498,Pristine,0.3,1.3,6,34,26,11,3,0,-2120.8056,-26.51007,701.8095233,0,26,0,11
461,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_499,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.143,-36.59524074,652.2835234,0,0,0,11
462,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_499,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2009.3616,-34.64416552,677.2028399,1,3,2,9
463,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_499,Pristine,0.3,1.3,6,34,26,11,3,0,-2119.5606,-26.4945075,703.8465822,0,26,0,11
464,SCAN+rVV10,Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_500,FullDeLi,0.3,1.3,6,34,0,11,3,26,-1976.9099,-36.60944259,634.9067945,0,0,0,11
465,SCAN+rVV10,Li4Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_500,FullDeLiECap,0.3,1.3,6,34,4,11,3,22,-2007.683,-34.61522414,682.5088496,2,2,0,11
466,SCAN+rVV10,Li26Nb3V11(O17F3)2,LMOF_mF0.15_xM3_0.275_1873.0K_500,Pristine,0.3,1.3,6,34,26,11,3,0,-2119.007,-26.4875875,706.2741826,0,26,0,11
467,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_491,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2449.0587,-43.73319107,649.5931773,0,0,0,15
468,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_491,Pristine,0.3,1.2,6,34,24,15,1,0,-2574.7622,-32.1845275,692.8568237,0,24,0,15
469,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_492,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2452.5746,-43.795975,651.8112934,0,0,1,14
470,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_492,Pristine,0.3,1.2,6,34,24,15,1,0,-2574.9901,-32.18737625,687.4927134,0,24,0,15
471,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_493,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2454.5842,-43.83186071,632.0701695,0,0,1,14
472,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_493,Pristine,0.3,1.2,6,34,24,15,1,0,-2573.46,-32.16825,692.2215998,0,24,0,15
473,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_494,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2453.7192,-43.81641429,636.0431231,0,0,0,15
474,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_494,Pristine,0.3,1.2,6,34,24,15,1,0,-2575.0952,-32.18869,696.3550593,0,24,0,15
475,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_495,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2453.0035,-43.80363393,649.441214,0,0,1,14
476,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_495,Pristine,0.3,1.2,6,34,24,15,1,0,-2573.485,-32.1685625,701.6378474,0,24,0,15
477,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_496,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2452.9743,-43.8031125,630.0636196,0,0,1,14
478,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_496,Pristine,0.3,1.2,6,34,24,15,1,0,-2574.0774,-32.1759675,692.0764549,0,24,0,15
479,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_497,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2452.9677,-43.80299464,630.5089747,0,0,0,15
480,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_497,Pristine,0.3,1.2,6,34,24,15,1,0,-2574.4432,-32.18054,693.0397725,0,24,0,15
481,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_498,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2451.7848,-43.78187143,653.0173611,0,0,0,15
482,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_498,Pristine,0.3,1.2,6,34,24,15,1,0,-2574.1498,-32.1768725,700.5866359,0,24,0,15
483,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_499,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2453.7686,-43.81729643,628.215299,0,0,1,14
484,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_499,Pristine,0.3,1.2,6,34,24,15,1,0,-2573.6725,-32.17090625,695.1580526,0,24,0,15
485,SCAN+rVV10,NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_500,FullDeLi,0.3,1.2,6,34,0,15,1,24,-2454.0422,-43.82218214,628.4004433,0,0,2,13
486,SCAN+rVV10,Li24NbV15(O17F3)2,LMOF_mF0.15_xM3_0.375_1873.0K_500,Pristine,0.3,1.2,6,34,24,15,1,0,-2574.3695,-32.17961875,687.0067802,0,24,0,15
487,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_491,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1385.9537,-19.24935694,722.2221525,0,20,0,5
488,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_491,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1258.9795,-24.21114423,749.4636421,0,0,2,3
489,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_491,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1375.1832,-19.64547429,737.0484487,1,17,0,5
490,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_491,Pristine,0.1,1.4,2,38,28,5,7,0,-1423.7041,-17.79630125,717.5384955,0,28,0,5
491,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_492,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1384.8019,-19.23335972,721.7683823,0,20,0,5
492,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_492,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1248.9391,-24.01805962,743.040378,0,0,1,4
493,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_492,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1374.8955,-19.64136429,714.1650369,0,18,0,5
494,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_492,Pristine,0.1,1.4,2,38,28,5,7,0,-1423.9642,-17.7995525,719.647149,0,28,0,5
495,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_493,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1383.9386,-19.22136944,720.3657406,1,19,0,5
496,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_493,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1251.0317,-24.05830192,708.9011605,0,0,1,4
497,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_493,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1373.5992,-19.62284571,783.5322437,8,10,4,1
498,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_493,Pristine,0.1,1.4,2,38,28,5,7,0,-1423.9773,-17.79971625,719.928056,0,28,0,5
499,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_494,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1385.6369,-19.24495694,748.6423537,0,20,0,5
500,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_494,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1257.2449,-24.17778654,659.9742746,0,0,1,4
501,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_494,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1374.0297,-19.62899571,746.6857556,5,13,1,4
502,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_494,Pristine,0.1,1.4,2,38,28,5,7,0,-1423.3171,-17.79146375,721.5025418,0,28,0,5
503,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_495,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1385.3259,-19.2406375,735.4313146,0,20,0,5
504,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_495,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1253.318,-24.10226923,748.941601,0,0,1,4
505,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_495,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1373.7333,-19.62476143,743.9976248,4,14,0,5
506,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_495,Pristine,0.1,1.4,2,38,28,5,7,0,-1424.172,-17.80215,723.1401407,0,28,0,5
507,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_496,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1383.3158,-19.21271944,738.787724,2,18,0,5
508,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_496,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1256.6049,-24.16547885,709.7369449,0,0,1,4
509,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_496,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1372.8407,-19.61201,768.795511,7,11,0,5
510,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_496,Pristine,0.1,1.4,2,38,28,5,7,0,-1423.6641,-17.79580125,723.3493673,0,28,0,5
511,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_497,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1384.9762,-19.23578056,720.8658852,0,20,0,5
512,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_497,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1254.0286,-24.11593462,732.3450397,0,0,1,4
513,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_497,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1374.9176,-19.64168,719.625581,0,18,0,5
514,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_497,Pristine,0.1,1.4,2,38,28,5,7,0,-1424.2448,-17.80306,723.9307149,0,28,0,5
515,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_498,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1385.2088,-19.23901111,728.0819624,0,20,0,5
516,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_498,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1252.318,-24.08303846,737.5959395,0,0,1,4
517,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_498,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1375.2492,-19.64641714,727.1813262,4,14,0,5
518,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_498,Pristine,0.1,1.4,2,38,28,5,7,0,-1424.2673,-17.80334125,720.823784,0,28,0,5
519,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_499,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1383.8511,-19.22015417,732.2567807,0,20,0,5
520,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_499,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1256.3268,-24.16013077,780.407967,0,0,0,5
521,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_499,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1374.3805,-19.63400714,744.6393893,3,15,0,5
522,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_499,Pristine,0.1,1.4,2,38,28,5,7,0,-1423.438,-17.792975,725.365543,0,28,0,5
523,SCAN+rVV10,Li20Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_500,DeLi4Li,0.1,1.4,2,38,20,5,7,8,-1385.2991,-19.24026528,723.8133235,0,20,0,5
524,SCAN+rVV10,Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_500,FullDeLi,0.1,1.4,2,38,0,5,7,28,-1254.6264,-24.12743077,801.3630864,0,0,1,4
525,SCAN+rVV10,Li18Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_500,FullDeLiECap,0.1,1.4,2,38,18,5,7,10,-1375.2347,-19.64621,746.0859094,4,14,0,5
526,SCAN+rVV10,Li28Nb7V5(O19F)2,LMOF_mF0.05_xM3_0.125_1273.0K_500,Pristine,0.1,1.4,2,38,28,5,7,0,-1424.319,-17.8039875,722.0850922,0,28,0,5
527,SCAN+rVV10,Li18Nb5V9(O19F)2,LMOF_mF0.05_xM3_0.225_1273.0K_491,DeLi4Li,0.1,1.3,2,38,18,9,5,8,-1840.7133,-25.5654625,703.7021508,0,18,0,9
